iso,year,animal_em,drought_em,earthquake_em,epidemic_em,extremetemp_em,flood_em,fog_em,impact_em,insect_em,landslide_em,massmove_em,storm_em,volcano_em,wildfire_em,totaldeaths,totaldisasters,totaldamage
CMR,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0
CMR,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,1,0
CMR,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CMR,1988,0,0,0,1,0,1,0,0,0,0,0,0,0,0,41,2,0
CMR,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,1,0
CMR,1990,0,1,0,1,0,0,0,0,0,0,0,0,0,0,118,2,0
CMR,1991,0,0,0,1,0,1,0,0,0,0,0,0,0,0,310,2,0
CMR,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,731,1,0
CMR,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,513,1,0
CMR,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
CMR,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,378,1,0
CMR,1997,0,0,0,2,0,0,0,0,0,0,0,0,0,0,109,2,0
CMR,1998,0,0,0,2,0,0,0,0,1,0,0,0,0,0,239,3,1700
CMR,1999,0,0,0,1,0,1,0,0,0,0,0,0,0,0,38,3,0
CMR,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25,2,0
CMR,2001,0,1,0,2,0,1,0,0,0,0,0,0,0,0,61,4,0
CMR,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0
CMR,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,1,0
CMR,2005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,44,3,0
CMR,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0
CMR,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0
CMR,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
CMR,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,1,0
CMR,2010,0,0,0,1,0,1,0,0,0,0,0,0,0,0,528,2,0
CMR,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,639,1,0
CMR,2012,0,1,0,0,0,2,0,0,0,0,0,0,0,0,25,3,2000
CMR,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CMR,2014,0,0,0,2,0,1,0,0,0,0,0,0,0,0,111,3,0
CMR,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0
CMR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0
COD,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,1,200
COD,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1968,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154,1,0
COD,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245,1,0
COD,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1,0
COD,1978,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
COD,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COD,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1987,0,0,0,2,0,0,0,0,0,0,0,0,0,0,498,2,0
COD,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
COD,1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0
COD,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1,0
COD,1992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0
COD,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,1,0
COD,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,233,1,0
COD,1996,0,0,0,2,0,0,0,0,0,0,0,0,0,0,202,2,0
COD,1997,0,0,0,3,0,1,0,0,0,0,0,0,0,0,54,4,0
COD,1998,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1002,5,0
COD,1999,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0
COD,2000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,2,0
COD,2001,0,0,0,8,0,2,0,0,0,1,0,0,0,0,900,12,0
COD,2002,0,0,0,9,0,1,0,0,0,0,0,0,0,0,2742,11,9000
COD,2003,0,0,0,3,0,2,0,0,0,0,0,2,0,0,815,7,0
COD,2004,0,0,0,5,0,0,0,0,0,0,0,0,0,0,706,5,0
COD,2005,0,0,1,3,0,0,0,0,0,0,0,1,0,0,115,5,0
COD,2006,0,0,0,7,0,3,0,0,0,0,0,1,0,0,155,11,0
COD,2007,0,0,0,2,0,1,0,0,0,0,0,0,0,0,204,3,0
COD,2008,0,0,1,0,0,1,0,0,0,0,0,1,0,0,36,3,7000
COD,2009,0,0,0,4,0,1,0,0,0,0,0,0,0,1,209,6,0
COD,2010,0,0,0,2,0,2,0,0,0,1,0,0,0,1,110,6,0
COD,2011,0,0,0,2,0,2,0,0,0,0,0,0,0,0,636,4,0
COD,2012,0,0,0,4,0,1,0,0,0,0,0,0,0,0,609,5,0
COD,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,2014,0,0,0,1,0,1,0,0,0,1,0,0,0,0,214,3,15000
COD,2015,0,0,1,0,0,3,0,0,0,0,0,0,0,1,55,5,0
COD,2016,0,0,0,2,0,2,0,0,0,0,0,0,0,0,105,4,0
COD,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1,0
COG,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154,1,0
COG,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COG,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
COG,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,1,0
COG,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,59
COG,1999,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,2,0
COG,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0
COG,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0
COG,2002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,128,2,0
COG,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,1,0
COG,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,2,0
COG,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,56,2,0
COG,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
COG,2008,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,2,0
COG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219,1,0
COG,2011,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,3,0
COG,2012,0,0,0,1,0,2,0,0,0,0,0,0,0,0,24,3,0
COG,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0
COG,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
COK,1943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
COK,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
COK,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
