iso,year,animal_em,drought_em,earthquake_em,epidemic_em,extremetemp_em,flood_em,fog_em,impact_em,insect_em,landslide_em,massmove_em,storm_em,volcano_em,wildfire_em,totaldeaths,totaldisasters,totaldamage
AFG,1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,260000
AFG,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144,1,0
AFG,1991,0,0,2,0,1,3,0,0,0,0,0,0,0,0,1427,6,60000
AFG,1992,0,0,1,0,0,2,0,0,0,0,0,0,0,0,614,3,4000
AFG,1993,0,0,0,0,0,0,0,0,1,2,0,1,0,0,225,4,0
AFG,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160,1,0
AFG,1995,0,0,0,0,0,2,0,0,0,1,0,0,0,0,381,3,0
AFG,1996,0,0,1,0,0,1,0,0,0,0,0,0,0,0,70,2,0
AFG,1997,0,0,1,0,0,2,0,0,0,1,0,0,0,0,175,4,10
AFG,1998,0,0,3,2,0,1,0,0,0,1,0,0,0,0,7308,7,20000
AFG,1999,0,0,1,2,0,1,0,0,0,0,0,0,0,1,205,5,0
AFG,2000,0,1,0,4,0,0,0,0,0,0,0,0,0,0,594,5,50
AFG,2001,0,0,2,2,2,0,0,0,0,0,0,0,0,0,485,6,10
AFG,2002,0,0,3,8,0,4,0,0,0,1,0,0,0,0,4083,16,0
AFG,2003,0,0,1,0,0,8,0,0,0,0,0,0,0,0,137,9,0
AFG,2004,0,0,1,0,0,2,0,0,0,0,0,0,0,0,18,3,0
AFG,2005,0,0,2,1,1,9,0,0,0,0,0,1,0,0,582,14,5050
AFG,2006,0,1,1,0,0,7,0,0,0,2,0,2,0,0,382,13,0
AFG,2007,0,0,0,0,0,7,0,0,0,0,0,0,0,0,296,7,0
AFG,2008,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1334,4,0
AFG,2009,0,0,1,0,0,3,0,0,0,1,0,0,0,0,101,5,20000
AFG,2010,0,0,1,0,0,2,0,0,0,2,0,0,0,0,350,5,0
AFG,2011,0,1,0,0,0,2,0,0,0,0,0,1,0,0,83,4,142000
AFG,2012,0,0,1,0,1,6,0,0,0,3,0,0,0,0,378,11,0
AFG,2013,0,0,1,0,0,4,0,0,0,1,0,0,0,0,155,6,0
AFG,2014,0,0,0,0,0,2,0,0,0,0,0,1,0,0,575,3,3000
AFG,2015,0,0,2,0,0,1,0,0,0,4,0,0,0,0,446,7,3000
AFG,2016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,84,4,0
AFG,2017,0,0,0,0,0,1,0,0,0,2,0,2,0,0,226,5,0
AGO,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
