"","OriginCountry","Year","Size"
"4070","CMR",2006,443222
"4071","COD",2006,863303
"4072","COG",2006,594813
"4073","COL",2006,298759
"4074","COM",2006,47229
"4075","CPV",2006,22912
"4076","CRI",2006,36204
"4077","CUB",2006,415837
"4078","CYM",2006,2
"4079","CYP",2006,5419
"4080","CZE",2006,101570
"4081","DEU",2006,48415
"4082","DJI",2006,102576
"4083","DMA",2006,35380
"4084","DNK",2006,25805
"4085","DOM",2006,75008
"4086","DZA",2006,414932
"4087","ECU",2006,134035
"4088","EGY",2006,295249
"4089","ERI",2006,483179
"4090","ESH",2006,48743
"4091","ESP",2006,34499
"4092","EST",2006,59914
"4093","ETH",2006,611411
"4094","FIN",2006,10830
"4095","FJI",2006,29163
"4096","FRA",2006,36997
"4097","GAB",2006,57457
"4098","GBR",2006,32074
"4099","GEO",2006,305607
"4100","GHA",2006,341364
"4101","GIN",2006,370477
"4102","GMB",2006,164742
"4103","GNB",2006,164876
"4104","GNQ",2006,108050
"4105","GRC",2006,40148
"4106","GRD",2006,16982
"4107","GTM",2006,67959
"4108","GUY",2006,45069
"4109","HKG",2006,22045
"4110","HND",2006,84048
"4111","HRV",2006,207038
"4112","HTI",2006,151170
"4113","HUN",2006,115635
"4114","IDN",2006,121134
"4115","IND",2006,339477
"4116","IRL",2006,12163
"4117","IRN",2006,641387
"4118","IRQ",2006,752400
"4119","ISL",2006,13865
"4120","ISR",2006,122739
"4121","ITA",2006,45180
"4122","JAM",2006,57409
"4123","JOR",2006,235133
"4124","JPN",2006,27928
"4125","KAZ",2006,244446
"4126","KEN",2006,206988
"4127","KGZ",2006,237197
"4128","KHM",2006,182224
"4129","KIR",2006,22427
"4130","KNA",2006,10149
"4131","KOR",2006,64976
"4132","KWT",2006,103824
"4133","LAO",2006,86234
"4134","LBN",2006,358947
"4135","LBR",2006,693852
"4136","LBY",2006,227038
"4137","LCA",2006,26188
"4138","LKA",2006,509911
"4139","LSO",2006,14608
"4140","LTU",2006,87167
"4141","LUX",2006,3374
"4142","LVA",2006,163255
"4143","MAC",2006,16852
"4144","MAR",2006,269740
"4145","MCO",2006,7825
"4146","MDA",2006,224481
"4147","MDG",2006,62935
"4148","MDV",2006,27817
"4149","MEX",2006,53093
"4150","MKD",2006,240487
"4151","MLI",2006,163620
"4152","MLT",2006,19991
"4153","MMR",2006,287527
"4154","MNE",2006,22239
"4155","MNG",2006,189856
"4156","MOZ",2006,42357
"4157","MRT",2006,265862
"4158","MUS",2006,79210
"4159","MWI",2006,94315
"4160","MYS",2006,64716
"4161","NAM",2006,70565
"4162","NCL",2006,2
"4163","NER",2006,145321
"4164","NGA",2006,586837
"4165","NIC",2006,108767
"4166","NLD",2006,37621
"4167","NOR",2006,10
"4168","NPL",2006,246416
"4169","NRU",2006,5413
"4170","NZL",2006,20634
"4171","OMN",2006,31376
"4172","PAK",2006,496825
"4173","PAN",2006,26665
"4174","PER",2006,225156
"4175","PHL",2006,107211
"4176","PLW",2006,2
"4177","PNG",2006,15602
"4178","POL",2006,125527
"4179","PRK",2006,121997
"4180","PRT",2006,44378
"4181","PRY",2006,37485
"4182","PSE",2006,531658
"4183","PYF",2006,2
"4184","QAT",2006,28165
"4185","ROU",2006,250544
"4186","RUS",2006,567930
"4187","RWA",2006,563160
"4188","SAU",2006,66941
"4189","SDN",2006,719507
"4190","SEN",2006,233096
"4191","SGP",2006,42687
"4192","SLB",2006,9615
"4193","SLE",2006,557765
"4194","SLV",2006,118872
"4195","SMR",2006,6748
"4196","SOM",2006,770875
"4197","SRB",2006,467735
"4198","Stateless",2006,629441
"4199","STP",2006,5418
"4200","SUR",2006,35285
"4201","SVK",2006,118757
"4202","SVN",2006,41751
"4203","SWE",2006,44035
"4204","SWZ",2006,17384
"4205","SYC",2006,29034
"4206","SYR",2006,432833
"4207","TCA",2006,4
"4208","TCD",2006,394561
"4209","TGO",2006,395529
"4210","THA",2006,54110
"4211","TIB",2006,14237
"4212","TJK",2006,145866
"4213","TKM",2006,141980
"4214","TLS",2006,16696
"4215","TON",2006,15501
"4216","TTO",2006,29678
"4217","TUN",2006,247595
"4218","TUR",2006,370188
"4219","TUV",2006,5413
"4220","TZA",2006,181044
"4221","UGA",2006,343019
"4222","UKR",2006,298706
"4223","URY",2006,28171
"4224","USA",2006,64800
"4225","UZB",2006,356763
"4226","Various/Unknown",2006,452940
"4227","VCT",2006,15679
"4228","VEN",2006,107897
"4229","VNM",2006,371271
"4230","WSM",2006,8787
"4231","YEM",2006,233688
"4232","ZAF",2006,124955
"4233","ZMB",2006,64531
"4234","ZWE",2006,212397
"4235","AFG",2007,589887
"4236","AGO",2007,408593
"4237","ALB",2007,257691
"4238","AND",2007,18653
"4239","ARE",2007,36710
"4240","ARG",2007,67799
"4241","ARM",2007,287850
"4242","ATG",2007,4299
"4243","AUS",2007,11844
"4244","AUT",2007,21901
"4245","AZE",2007,309509
"4246","BDI",2007,510033
"4247","BEL",2007,37012
"4248","BEN",2007,161180
"4249","BFA",2007,159948
"4250","BGD",2007,330581
"4251","BGR",2007,170002
"4252","BHR",2007,63714
"4253","BHS",2007,21341
"4254","BIH",2007,274430
"4255","BLR",2007,239683
"4256","BLZ",2007,10053
"4257","BOL",2007,131127
"4258","BRA",2007,94824
"4259","BRB",2007,30707
"4260","BRN",2007,4
"4261","BTN",2007,115799
"4262","BWA",2007,37740
"4263","CAF",2007,311035
"4264","CAN",2007,30925
"4265","CHE",2007,20701
"4266","CHL",2007,159066
"4267","CHN",2007,434527
"4268","CIV",2007,592383
"4269","CMR",2007,464778
"4270","COD",2007,819633
"4271","COG",2007,617197
"4272","COL",2007,316924
"4273","COM",2007,62484
"4274","CPV",2007,13163
"4275","CRI",2007,36507
"4276","CUB",2007,408745
"4277","CYP",2007,12196
"4278","CZE",2007,106549
"4279","DEU",2007,50476
"4280","DJI",2007,75667
"4281","DMA",2007,36693
"4282","DNK",2007,22343
"4283","DOM",2007,49415
"4284","DZA",2007,410318
"4285","ECU",2007,165644
"4286","EGY",2007,293795
"4287","ERI",2007,604078
"4288","ESH",2007,51404
"4289","ESP",2007,49268
"4290","EST",2007,52609
"4291","ETH",2007,750145
"4292","FIN",2007,5415
"4293","FJI",2007,40645
"4294","FRA",2007,38530
"4295","GAB",2007,81723
"4296","GBR",2007,41619
"4297","GEO",2007,276431
"4298","GHA",2007,320352
"4299","GIB",2007,2
"4300","GIN",2007,423559
"4301","GMB",2007,194793
"4302","GNB",2007,170617
"4303","GNQ",2007,79263
"4304","GRC",2007,42748
"4305","GRD",2007,26429
"4306","GTM",2007,121016
"4307","GUF",2007,2
"4308","GUY",2007,42674
"4309","HKG",2007,4514
"4310","HND",2007,98540
"4311","HRV",2007,193806
"4312","HTI",2007,193745
"4313","HUN",2007,85156
"4314","IDN",2007,112020
"4315","IND",2007,344398
"4316","IRL",2007,14019
"4317","IRN",2007,636016
"4318","IRQ",2007,818185
"4319","ISL",2007,12188
"4320","ISR",2007,144716
"4321","ITA",2007,27629
"4322","JAM",2007,69197
"4323","JOR",2007,259429
"4324","JPN",2007,35858
"4325","KAZ",2007,204522
"4326","KEN",2007,217362
"4327","KGZ",2007,205968
"4328","KHM",2007,153024
"4329","KIR",2007,13402
"4330","KNA",2007,13449
"4331","KOR",2007,68719
"4332","KWT",2007,127899
"4333","LAO",2007,88456
"4334","LBN",2007,359670
"4335","LBR",2007,690017
"4336","LBY",2007,218136
"4337","LCA",2007,23119
"4338","LKA",2007,509406
"4339","LSO",2007,7658
"4340","LTU",2007,53788
"4341","LUX",2007,3374
"4342","LVA",2007,135765
"4343","MAC",2007,16852
"4344","MAR",2007,253062
"4345","MDA",2007,226765
"4346","MDG",2007,39735
"4347","MDV",2007,24445
"4348","MEX",2007,62789
"4349","MKD",2007,175563
"4350","MLI",2007,157365
"4351","MLT",2007,13242
"4352","MMR",2007,333156
"4353","MNE",2007,78165
"4354","MNG",2007,205968
"4355","MOZ",2007,61093
"4356","MRT",2007,235156
"4357","MUS",2007,62222
"4358","MWI",2007,56075
"4359","MYS",2007,67377
"4360","NAM",2007,13621
"4361","NER",2007,178415
"4362","NGA",2007,566365
"4363","NIC",2007,92348
"4364","NLD",2007,32406
"4365","NOR",2007,7833
"4366","NPL",2007,224044
"4367","NRU",2007,5415
"4368","NZL",2007,7654
"4369","OMN",2007,34127
"4370","PAK",2007,481046
"4371","PAN",2007,40557
"4372","PER",2007,215329
"4373","PHL",2007,137582
"4374","PLW",2007,4
"4375","PNG",2007,26849
"4376","POL",2007,122823
"4377","PRK",2007,131040
"4378","PRT",2007,57362
"4379","PRY",2007,57550
"4380","PSE",2007,509837
"4381","QAT",2007,21283
"4382","ROU",2007,188702
"4383","RUS",2007,521713
"4384","RWA",2007,644074
"4385","SAU",2007,78982
"4386","SDN",2007,748428
"4387","SEN",2007,208599
"4388","SGP",2007,51726
"4389","SLB",2007,11501
"4390","SLE",2007,599226
"4391","SLV",2007,150051
"4392","SMR",2007,3376
"4393","SOM",2007,855085
"4394","SRB",2007,418116
"4395","Stateless",2007,644213
"4396","STP",2007,5725
"4397","SUR",2007,38742
"4398","SVK",2007,114396
"4399","SVN",2007,36905
"4400","SWE",2007,34184
"4401","SWZ",2007,29701
"4402","SYC",2007,39021
"4403","SYR",2007,491691
"4404","TCA",2007,2
"4405","TCD",2007,386904
"4406","TGO",2007,308375
"4407","THA",2007,76427
"4408","TIB",2007,7619
"4409","TJK",2007,152886
"4410","TKM",2007,158716
"4411","TLS",2007,21033
"4412","TON",2007,8355
"4413","TTO",2007,19893
"4414","TUN",2007,243212
"4415","TUR",2007,412539
"4416","TUV",2007,3374
"4417","TZA",2007,197432
"4418","UGA",2007,348783
"4419","UKR",2007,260875
"4420","URY",2007,27478
"4421","USA",2007,60995
"4422","UZB",2007,393243
"4423","Various/Unknown",2007,434618
"4424","VAT",2007,5413
"4425","VCT",2007,16923
"4426","VEN",2007,149168
"4427","VNM",2007,355443
"4428","WSM",2007,3376
"4429","YEM",2007,227540
"4430","ZAF",2007,130557
"4431","ZMB",2007,56438
"4432","ZWE",2007,231377
"4433","AFG",2008,618449
"4434","AGO",2008,365095
"4435","ALB",2008,239860
"4436","AND",2008,13240
"4437","ARE",2008,30283
"4438","ARG",2008,84157
"4439","ARM",2008,302558
"4440","ATG",2008,9014
"4441","AUS",2008,20458
"4442","AUT",2008,23391
"4443","AZE",2008,303525
"4444","BDI",2008,534402
"4445","BEL",2008,27455
"4446","BEN",2008,169842
"4447","BFA",2008,175191
"4448","BGD",2008,396869
"4449","BGR",2008,144867
"4450","BHR",2008,42453
"4451","BHS",2008,17598
"4452","BIH",2008,280747
"4453","BLR",2008,277813
"4454","BLZ",2008,21486
"4455","BOL",2008,133545
"4456","BRA",2008,81224
"4457","BRB",2008,24316
"4458","BRN",2008,2
"4459","BTN",2008,139159
"4460","BWA",2008,26839
"4461","CAF",2008,307852
"4462","CAN",2008,31372
"4463","CHE",2008,31430
"4464","CHL",2008,158359
"4465","CHN",2008,429246
"4466","CIV",2008,578889
"4467","CMR",2008,491708
"4468","COD",2008,880952
"4469","COG",2008,602387
"4470","COL",2008,310051
"4471","COM",2008,56214
"4472","CPV",2008,9319
"4473","CRI",2008,39997
"4474","CUB",2008,399258
"4475","CYP",2008,15568
"4476","CZE",2008,91307
"4477","DEU",2008,67388
"4478","DJI",2008,86593
"4479","DMA",2008,34314
"4480","DNK",2008,24285
"4481","DOM",2008,39062
"4482","DZA",2008,419754
"4483","ECU",2008,165397
"4484","EGY",2008,342876
"4485","ERI",2008,596601
"4486","ESH",2008,59934
"4487","ESP",2008,42800
"4488","EST",2008,48750
"4489","ETH",2008,792995
"4490","FIN",2008,6748
"4491","FJI",2008,47833
"4492","FRA",2008,45413
"4493","GAB",2008,87589
"4494","GBR",2008,48141
"4495","GEO",2008,332588
"4496","GHA",2008,354119
"4497","GIB",2008,2
"4498","GIN",2008,452550
"4499","GMB",2008,190133
"4500","GNB",2008,163694
"4501","GNQ",2008,103842
"4502","GRC",2008,27227
"4503","GRD",2008,25794
"4504","GTM",2008,130886
"4505","GUF",2008,2
"4506","GUY",2008,36755
"4507","HKG",2008,11110
"4508","HND",2008,88577
"4509","HRV",2008,179436
"4510","HTI",2008,184912
"4511","HUN",2008,83279
"4512","IDN",2008,127944
"4513","IND",2008,324185
"4514","IRL",2008,9439
"4515","IRN",2008,700093
"4516","IRQ",2008,848510
"4517","ISL",2008,12188
"4518","ISR",2008,158262
"4519","ITA",2008,28778
"4520","JAM",2008,68306
"4521","JOR",2008,295939
"4522","JPN",2008,25028
"4523","KAZ",2008,222481
"4524","KEN",2008,274918
"4525","KGZ",2008,192808
"4526","KHM",2008,179895
"4527","KIR",2008,13404
"4528","KNA",2008,16823
"4529","KOR",2008,72853
"4530","KWT",2008,128069
"4531","LAO",2008,84188
"4532","LBN",2008,360598
"4533","LBR",2008,657204
"4534","LBY",2008,181026
"4535","LCA",2008,26661
"4536","LKA",2008,583257
"4537","LSO",2008,19815
"4538","LTU",2008,42793
"4539","LVA",2008,118985
"4540","MAC",2008,10081
"4541","MAR",2008,226777
"4542","MDA",2008,200444
"4543","MDG",2008,51549
"4544","MDV",2008,21071
"4545","MEX",2008,56713
"4546","MKD",2008,171828
"4547","MLI",2008,162812
"4548","MLT",2008,13240
"4549","MMR",2008,388050
"4550","MNE",2008,72576
"4551","MNG",2008,175531
"4552","MOZ",2008,59104
"4553","MRT",2008,245736
"4554","MUS",2008,41649
"4555","MWI",2008,77144
"4556","MYS",2008,72223
"4557","NAM",2008,33581
"4558","NCL",2008,3374
"4559","NER",2008,171987
"4560","NGA",2008,563833
"4561","NIC",2008,90100
"4562","NLD",2008,38087
"4563","NOR",2008,3380
"4564","NPL",2008,271519
"4565","NRU",2008,5415
"4566","NZL",2008,22170
"4567","OMN",2008,36308
"4568","PAK",2008,534860
"4569","PAN",2008,46075
"4570","PER",2008,220690
"4571","PHL",2008,136797
"4572","PLW",2008,2
"4573","PNG",2008,18207
"4574","POL",2008,130723
"4575","PRK",2008,130140
"4576","PRT",2008,37443
"4577","PRY",2008,48740
"4578","PSE",2008,475393
"4579","QAT",2008,27431
"4580","ROU",2008,186486
"4581","RUS",2008,573621
"4582","RWA",2008,600923
"4583","SAU",2008,64693
"4584","SDN",2008,710546
"4585","SEN",2008,228138
"4586","SGP",2008,51594
"4587","SLB",2008,8829
"4588","SLE",2008,624609
"4589","SLV",2008,124191
"4590","SMR",2008,4
"4591","SOM",2008,872001
"4592","SRB",2008,390633
"4593","Stateless",2008,638467
"4594","STP",2008,9099
"4595","SUR",2008,27210
"4596","SVK",2008,93691
"4597","SVN",2008,11259
"4598","SWE",2008,23874
"4599","SWZ",2008,38465
"4600","SYC",2008,43360
"4601","SYR",2008,423233
"4602","TCA",2008,2
"4603","TCD",2008,420127
"4604","TGO",2008,303858
"4605","THA",2008,67964
"4606","TIB",2008,29903
"4607","TJK",2008,139640
"4608","TKM",2008,160000
"4609","TLS",2008,11657
"4610","TON",2008,20356
"4611","TTO",2008,23281
"4612","TUN",2008,252387
"4613","TUR",2008,401782
"4614","TUV",2008,3374
"4615","TZA",2008,192561
"4616","UGA",2008,369937
"4617","UKR",2008,254715
"4618","URY",2008,38079
"4619","USA",2008,74397
"4620","UZB",2008,345162
"4621","Various/Unknown",2008,409239
"4622","VAT",2008,5413
"4623","VCT",2008,19482
"4624","VEN",2008,141999
"4625","VNM",2008,392670
"4626","WSM",2008,6775
"4627","YEM",2008,236866
"4628","ZAF",2008,155312
"4629","ZMB",2008,68208
"4630","ZWE",2008,242912
"4631","AFG",2009,669950
"4632","AGO",2009,399468
"4633","ALB",2009,230011
"4634","AND",2009,11201
"4635","ARE",2009,29090
"4636","ARG",2009,73409
"4637","ARM",2009,314020
"4638","ATG",2009,11793
"4639","AUS",2009,21478
"4640","AUT",2009,18657
"4641","AZE",2009,279001
"4642","BDI",2009,504535
"4643","BEL",2009,13926
"4644","BEN",2009,181970
"4645","BFA",2009,155299
"4646","BGD",2009,386794
"4647","BGR",2009,129414
"4648","BHR",2009,39038
"4649","BHS",2009,17356
"4650","BIH",2009,265088
"4651","BLR",2009,261910
"4652","BLZ",2009,17715
"4653","BOL",2009,131657
"4654","BRA",2009,102965
"4655","BRB",2009,14243
"4656","BRN",2009,2
"4657","BTN",2009,142105
"4658","BWA",2009,27950
"4659","CAF",2009,305622
"4660","CAN",2009,30969
"4661","CHE",2009,34026
"4662","CHL",2009,150883
"4663","CHN",2009,465844
"4664","CIV",2009,618692
"4665","CMR",2009,526511
"4666","COD",2009,873351
"4667","COG",2009,594749
"4668","COK",2009,2
"4669","COL",2009,317589
"4670","COM",2009,53549
"4671","CPV",2009,14731
"4672","CRI",2009,36382
"4673","CUB",2009,392871
"4674","CYP",2009,15570
"4675","CZE",2009,72315
"4676","DEU",2009,68815
"4677","DJI",2009,85318
"4678","DMA",2009,28270
"4679","DNK",2009,15566
"4680","DOM",2009,57840
"4681","DZA",2009,397227
"4682","ECU",2009,170616
"4683","EGY",2009,352879
"4684","ERI",2009,590688
"4685","ESH",2009,76188
"4686","ESP",2009,41338
"4687","EST",2009,56926
"4688","ETH",2009,733944
"4689","FIN",2009,12091
"4690","FJI",2009,50918
"4691","FRA",2009,60584
"4692","GAB",2009,114794
"4693","GBR",2009,58540
"4694","GEO",2009,337518
"4695","GHA",2009,341197
"4696","GIB",2009,2
"4697","GIN",2009,499464
"4698","GMB",2009,216334
"4699","GNB",2009,180268
"4700","GNQ",2009,75292
"4701","GRC",2009,37441
"4702","GRD",2009,29776
"4703","GTM",2009,129583
"4704","GUF",2009,3374
"4705","GUY",2009,44948
"4706","HKG",2009,12989
"4707","HND",2009,128004
"4708","HRV",2009,172259
"4709","HTI",2009,153751
"4710","HUN",2009,81325
"4711","IDN",2009,150318
"4712","IND",2009,311945
"4713","IRL",2009,14850
"4714","IRN",2009,687868
"4715","IRQ",2009,897098
"4716","ISL",2009,5417
"4717","ISR",2009,173471
"4718","ITA",2009,33168
"4719","JAM",2009,62296
"4720","JOR",2009,276215
"4721","JPN",2009,14209
"4722","KAZ",2009,237467
"4723","KEN",2009,242869
"4724","KGZ",2009,192290
"4725","KHM",2009,156218
"4726","KIR",2009,5579
"4727","KNA",2009,10570
"4728","KOR",2009,65644
"4729","KWT",2009,137442
"4730","LAO",2009,84501
"4731","LBN",2009,308547
"4732","LBR",2009,657296
"4733","LBY",2009,226550
"4734","LCA",2009,17678
"4735","LKA",2009,608241
"4736","LSO",2009,19990
"4737","LTU",2009,65969
"4738","LUX",2009,2
"4739","LVA",2009,109795
"4740","MAC",2009,10077
"4741","MAR",2009,213426
"4742","MCO",2009,2
"4743","MDA",2009,187195
"4744","MDG",2009,58559
"4745","MDV",2009,23477
"4746","MEX",2009,71026
"4747","MKD",2009,155120
"4748","MLI",2009,184712
"4749","MLT",2009,14202
"4750","MMR",2009,385709
"4751","MNE",2009,55006
"4752","MNG",2009,199610
"4753","MOZ",2009,58235
"4754","MRT",2009,248133
"4755","MUS",2009,34685
"4756","MWI",2009,63919
"4757","MYS",2009,89743
"4758","NAM",2009,44498
"4759","NER",2009,191295
"4760","NGA",2009,581144
"4761","NIC",2009,97726
"4762","NLD",2009,50832
"4763","NOR",2009,11205
"4764","NPL",2009,301055
"4765","NZL",2009,14015
"4766","OMN",2009,31382
"4767","PAK",2009,561906
"4768","PAN",2009,40246
"4769","PER",2009,198276
"4770","PHL",2009,125855
"4771","PNG",2009,23322
"4772","POL",2009,106329
"4773","PRK",2009,141168
"4774","PRT",2009,44602
"4775","PRY",2009,56857
"4776","PSE",2009,462121
"4777","QAT",2009,32561
"4778","ROU",2009,175511
"4779","RUS",2009,587771
"4780","RWA",2009,597235
"4781","SAU",2009,92883
"4782","SDN",2009,701917
"4783","SEN",2009,245364
"4784","SGP",2009,49101
"4785","SLB",2009,11595
"4786","SLE",2009,587513
"4787","SLV",2009,138991
"4788","SMR",2009,4
"4789","SOM",2009,876894
"4790","SRB",2009,401799
"4791","Stateless",2009,678504
"4792","STP",2009,5725
"4793","SUR",2009,38624
"4794","SVK",2009,89033
"4795","SVN",2009,19076
"4796","SWE",2009,23615
"4797","SWZ",2009,29549
"4798","SYC",2009,15879
"4799","SYR",2009,473470
"4800","TCA",2009,2
"4801","TCD",2009,392966
"4802","TGO",2009,361616
"4803","THA",2009,65463
"4804","TIB",2009,27065
"4805","TJK",2009,171289
"4806","TKM",2009,156022
"4807","TLS",2009,9433
"4808","TON",2009,17408
"4809","TTO",2009,26082
"4810","TUN",2009,259009
"4811","TUR",2009,373376
"4812","TZA",2009,229598
"4813","UGA",2009,412454
"4814","UKR",2009,293066
"4815","URY",2009,33850
"4816","USA",2009,99496
"4817","UZB",2009,362335
"4818","Various/Unknown",2009,396372
"4819","VCT",2009,10693
"4820","VEN",2009,163437
"4821","VNM",2009,367395
"4822","VUT",2009,4
"4823","WSM",2009,2
"4824","YEM",2009,249705
"4825","ZAF",2009,164354
"4826","ZMB",2009,67814
"4827","ZWE",2009,309737
"4828","ABW",2010,2
"4829","AFG",2010,706246
"4830","AGO",2010,435252
"4831","ALB",2010,217022
"4832","AND",2010,11201
"4833","ARE",2010,40835
"4834","ARG",2010,61365
"4835","ARM",2010,367562
"4836","ATG",2010,16759
"4837","AUS",2010,11288
"4838","AUT",2010,16618
"4839","AZE",2010,294746
"4840","BDI",2010,549101
"4841","BEL",2010,27942
"4842","BEN",2010,197871
"4843","BFA",2010,202798
"4844","BGD",2010,382632
"4845","BGR",2010,150806
"4846","BHR",2010,60032
"4847","BHS",2010,11752
"4848","BIH",2010,287017
"4849","BLR",2010,273210
"4850","BLZ",2010,26709
"4851","BMU",2010,2
"4852","BOL",2010,122721
"4853","BRA",2010,95665
"4854","BRB",2010,17591
"4855","BRN",2010,4
"4856","BTN",2010,153011
"4857","BWA",2010,55649
"4858","CAF",2010,304521
"4859","CAN",2010,20997
"4860","CHE",2010,13245
"4861","CHL",2010,134426
"4862","CHN",2010,494823
"4863","CIV",2010,683929
"4864","CMR",2010,581187
"4865","COD",2010,909463
"4866","COG",2010,641374
"4867","COK",2010,4
"4868","COL",2010,346484
"4869","COM",2010,44126
"4870","CPV",2010,22558
"4871","CRI",2010,37345
"4872","CUB",2010,433732
"4873","CYM",2010,2
"4874","CYP",2010,18946
"4875","CZE",2010,69495
"4876","DEU",2010,53549
"4877","DJI",2010,86134
"4878","DMA",2010,19457
"4879","DNK",2010,15471
"4880","DOM",2010,80746
"4881","DZA",2010,398941
"4882","ECU",2010,168249
"4883","EGY",2010,386520
"4884","ERI",2010,721401
"4885","ESH",2010,85594
"4886","ESP",2010,48282
"4887","EST",2010,37072
"4888","ETH",2010,790172
"4889","FIN",2010,12091
"4890","FJI",2010,36558
"4891","FRA",2010,48810
"4892","GAB",2010,95677
"4893","GBR",2010,73906
"4894","GEO",2010,347929
"4895","GHA",2010,373242
"4896","GIB",2010,3374
"4897","GIN",2010,611066
"4898","GMB",2010,270210
"4899","GNB",2010,220510
"4900","GNQ",2010,81335
"4901","GRC",2010,34203
"4902","GRD",2010,24500
"4903","GTM",2010,145793
"4904","GUF",2010,2
"4905","GUY",2010,36548
"4906","HKG",2010,19309
"4907","HND",2010,150793
"4908","HRV",2010,216683
"4909","HTI",2010,198569
"4910","HUN",2010,104978
"4911","IDN",2010,137433
"4912","IND",2010,382686
"4913","IRL",2010,12819
"4914","IRN",2010,720977
"4915","IRQ",2010,926283
"4916","ISL",2010,8789
"4917","ISR",2010,173842
"4918","ITA",2010,42764
"4919","JAM",2010,69830
"4920","JOR",2010,283383
"4921","JPN",2010,18927
"4922","KAZ",2010,257771
"4923","KEN",2010,295499
"4924","KGZ",2010,273724
"4925","KHM",2010,172522
"4926","KIR",2010,10992
"4927","KNA",2010,13065
"4928","KOR",2010,49429
"4929","KWT",2010,173160
"4930","LAO",2010,90273
"4931","LBN",2010,288429
"4932","LBR",2010,692012
"4933","LBY",2010,247941
"4934","LCA",2010,23884
"4935","LIE",2010,2
"4936","LKA",2010,544947
"4937","LSO",2010,26734
"4938","LTU",2010,48792
"4939","LUX",2010,2
"4940","LVA",2010,107675
"4941","MAC",2010,10079
"4942","MAR",2010,298194
"4943","MCO",2010,4
"4944","MDA",2010,209433
"4945","MDG",2010,71189
"4946","MDV",2010,31119
"4947","MEX",2010,82541
"4948","MKD",2010,197448
"4949","MLI",2010,215518
"4950","MLT",2010,8791
"4951","MMR",2010,388299
"4952","MNE",2010,69396
"4953","MNG",2010,211044
"4954","MOZ",2010,71185
"4955","MRT",2010,278842
"4956","MUS",2010,44411
"4957","MWI",2010,70634
"4958","MYS",2010,91123
"4959","NAM",2010,56165
"4960","NER",2010,250233
"4961","NGA",2010,573212
"4962","NIC",2010,97992
"4963","NLD",2010,49095
"4964","NOR",2010,10124
"4965","NPL",2010,333853
"4966","NZL",2010,9241
"4967","OMN",2010,31380
"4968","PAK",2010,611415
"4969","PAN",2010,50321
"4970","PER",2010,206835
"4971","PHL",2010,187012
"4972","PNG",2010,17382
"4973","POL",2010,123023
"4974","PRK",2010,128247
"4975","PRT",2010,35960
"4976","PRY",2010,55271
"4977","PSE",2010,502695
"4978","QAT",2010,40669
"4979","ROU",2010,190540
"4980","RUS",2010,588693
"4981","RWA",2010,623554
"4982","SAU",2010,121782
"4983","SDN",2010,809699
"4984","SEN",2010,308835
"4985","SGP",2010,32166
"4986","SLB",2010,19044
"4987","SLE",2010,540762
"4988","SLV",2010,153841
"4989","SMR",2010,4
"4990","SOM",2010,943579
"4991","SRB",2010,443368
"4992","Stateless",2010,739643
"4993","STP",2010,5725
"4994","SUR",2010,30657
"4995","SVK",2010,86448
"4996","SVN",2010,15031
"4997","SWE",2010,25229
"4998","SWZ",2010,36000
"4999","SYC",2010,9820
"5000","SYR",2010,518352
"5001","TCA",2010,3376
"5002","TCD",2010,459141
"5003","TGO",2010,437874
"5004","THA",2010,70935
"5005","TIB",2010,23873
"5006","TJK",2010,159544
"5007","TKM",2010,152080
"5008","TLS",2010,10077
"5009","TON",2010,16060
"5010","TTO",2010,33624
"5011","TUN",2010,297923
"5012","TUR",2010,431144
"5013","TZA",2010,203897
"5014","UGA",2010,382208
"5015","UKR",2010,263076
"5016","URY",2010,34865
"5017","USA",2010,129044
"5018","UZB",2010,412626
"5019","Various/Unknown",2010,399068
"5020","VCT",2010,17854
"5021","VEN",2010,192589
"5022","VNM",2010,372657
"5023","VUT",2010,6
"5024","WSM",2010,3376
"5025","YEM",2010,235455
"5026","ZAF",2010,179910
"5027","ZMB",2010,73187
"5028","ZWE",2010,327171
"5029","AFG",2011,692691
"5030","AGO",2011,421735
"5031","ALB",2011,220681
"5032","AND",2011,7827
"5033","ARE",2011,51947
"5034","ARG",2011,64837
"5035","ARM",2011,384080
"5036","ATG",2011,16044
"5037","AUS",2011,22490
"5038","AUT",2011,17978
"5039","AZE",2011,267862
"5040","BDI",2011,580624
"5041","BEL",2011,24869
"5042","BEN",2011,215458
"5043","BFA",2011,172060
"5044","BGD",2011,416828
"5045","BGR",2011,157404
"5046","BHR",2011,87606
"5047","BHS",2011,8859
"5048","BIH",2011,257752
"5049","BLR",2011,279037
"5050","BLZ",2011,37340
"5051","BMU",2011,7825
"5052","BOL",2011,160143
"5053","BRA",2011,139622
"5054","BRB",2011,23400
"5055","BRN",2011,4
"5056","BTN",2011,153522
"5057","BWA",2011,49940
"5058","CAF",2011,290907
"5059","CAN",2011,34856
"5060","CHE",2011,16619
"5061","CHL",2011,142215
"5062","CHN",2011,489743
"5063","CIV",2011,752837
"5064","CMR",2011,588331
"5065","COD",2011,991629
"5066","COG",2011,662897
"5067","COK",2011,2
"5068","COL",2011,370309
"5069","COM",2011,52311
"5070","CPV",2011,22868
"5071","CRI",2011,35175
